Marca temporal,FECHA DE REGISTRO,RESPONSABLE,PROVEEDOR,TIPO DE EQUIPO,MODELOS,Modelo del equipo,numero de serie,MODELO DEL PROCESADOR Y FRECUENCIA EN GHZ,GENERACION,NUCLEOS,SISTEMA OPERATIVO,TOUCH,RAM SOLDADA?,RAM TOTAL DEL EQUIPO PREPARADO,TIPO DE RAM,CAPACIDAD DE EXPANSION RAM [CAPACIDAD DE EXPANSION],CANTITDAD DE SLOTS [CANTIDAD],CANTIDAD [CANTIDAD DE RAM SOLDADA],PULGADAS DEL MONITOR,TIPO DE MONITOR,RESOLUCION,ALMACENAMIENTO [PRINCIPAL],ALMACENAMIENTO [SECUNDARIO],TIPO DE DISCOS [PRINCIPAL],TIPO DE DISCOS [SECUNDARIO],SLOTS ALMACENAMIENTO [SSD],SLOTS ALMACENAMIENTO [M.2],SLOTS ALMACENAMIENTO [M.2 MICRO],SLOTS ALMACENAMIENTO [HDD],SLOTS ALMACENAMIENTO [MSATA],縏IENE PUERTO ETHERNET?,縀S GIGABYTE?,"Puertos  de conectividad
",DISPOSITIVOS DE ENTRADA,IDIOMA DEL TECLADO, [HDMI], [MINI HDMI], [VGA], [DVI], [DISPLAYPORT], [MINI DP], [USB 2.0]," [USB 3,0]", [USB 3.1], [USB 3.2], [USB TIPO C],LECTORES [SD],LECTORES [SC],LECTORES [ESATA],LECTORES [Tarjeta SIM],縏IENE BATERIA?,CANTIDAD DE BATERIAS [CANTIDAD DE BATERIA],CONDICION DE LA BATERIA,TIENE TARJETA  DEDICADA?,MODELO DE TARJETA DEDICADA,Cantidad de VRAM,MODELO DE LA TARJETA INTEGRADA,AREA DE TIENDA,DETALLES ESTETICOS,DETALLES DE FUNCIONAMIENTO,Columna 61,ENTRADAS DE MONITOR [HDMI],ENTRADAS DE MONITOR [VGA],ENTRADAS DE MONITOR [DVI],ENTRADAS DE MONITOR [DISPLAYPORT],ENTRADAS DE MONITOR [USB 2.0],"ENTRADAS DE MONITOR [USB 3,0]",ENTRADAS DE MONITOR [USB 3.1],ENTRADAS DE MONITOR [USB 3.2],ENTRADAS DE MONITOR [USB TIPO C],DETALLES DE FUNCIONAMIENTO,DETALLES ESTETICOS,RAM TOTAL DEL EQUIPO PREPARADO
10/21/2025 15:43:26,21/10/2025,PEDRO,BB,LAPTOP,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SLM8Q,I7-8650U 1.90 GHZ,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",NO FUNCIONA LECTOR DE HUELLAS,,,,,,,,,,,,,
10/21/2025 16:18:47,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2YTGWY,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1280,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/21/2025 16:25:52,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2MZDAD,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, MARCAS DE TECLADO EN PANTALLA, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/21/2025 16:32:49,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2QK38F,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/21/2025 16:42:06,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2K2JDV,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/21/2025 16:55:32,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF3BVG4E,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/21/2025 17:03:22,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2LZ5G6,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/21/2025 17:11:15,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2QMS6B,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/21/2025 17:17:43,21/10/2025,PEDRO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2XMF5A,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"RAYONES PANTALLA LEVES, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/23/2025 11:14:51,23/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RDN2R,I7 - 8650 U 1.90 GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",LECTOR DE HUELLA DIGITAL NO FUNCIONA,,,,,,,,,,,,,
10/23/2025 11:18:51,23/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RDN0V,I7 - 8650 U 1.90 GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS 620,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE","NO FUNCIONA HDMI, LECTOR DE HUELLA DIGITAL NO FUNCIONA",,,,,,,,,,,,,
10/23/2025 11:21:38,23/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SW3N8,I7 - 8650 U 1.90 GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",NO FUNCIONA 1 PUERTO USB,,,,,,,,,,,,,
10/23/2025 11:24:25,23/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SXGY8,I7 - 8650 U 1.90 GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS 620,,"RAYONES CARCASA INFERIOR, RAYONES EN BISAGRAS",N/A,,,,,,,,,,,,,
10/23/2025 11:27:22,23/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RDMXC,I7 - 8650 U 1.90 GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS 620,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",LECTOR DE HUELLA DIGITAL NO FUNCIONA,,,,,,,,,,,,,
10/24/2025 10:53:48,24/10/2025,GERARDO,AHZ,LAPTOP,LENOVO THINKPAD,L15,PF2KQGE2,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,512GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,INTEL UHD GRAPHICS ,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/24/2025 13:03:04,24/10/2025,OMAR,AHZ,LAPTOP,LENOVO THINKPAD,Lenovo thinkpad L15,PF2K2WYA,i5 10210U 1.60GHz,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,32GB,2,,15.6创,RIGIDO,1920 x 1080,240GB,N/A,M.2,HDD,N/A,1,N/A,1,N/A,SI,NO,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPICH,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/24/2025 16:32:00,24/10/2025,OMAR,AHZ,LAPTOP,LENOVO THINKPAD,LENOVO THINKPAD L15,PF2KP5FM,i5 10210U y 1.60GHz,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,32GB,2,,15.6创,RIGIDO,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,1,N/A,SI,NO,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/24/2025 17:20:36,24/10/2025,OMAR,AHZ,LAPTOP,LENOVO THINKPAD,Lenovo thinkpad L15,PF2RXHV5,i5 10210U y 1.60GHz,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,32GB,2,,15.6创,RIGIDO,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,1,N/A,SI,NO,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS ,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/24/2025 17:38:00,24/10/2025,OMAR,AHZ,LAPTOP,LENOVO THINKPAD,LENOVO THINKPAD L15,PF2YVSYL,i5 10210U y 1.60GHz,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,32GB,2,,15.6创,RIGIDO,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,1,N/A,SI,NO,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE MARCO DISPLAY, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/24/2025 17:53:47,24/10/2025,OMAR,AHZ,LAPTOP,LENOVO THINKPAD,Lenovo thinkpad L15,PF2LZ5CE,i5 10210U,10TH GEN,4 NUCLEOS,WIN 11 PRO,SI,NO,16GB,DDR4,32GB,2,,15.6创,RIGIDO,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,1,N/A,SI,NO,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/24/2025 18:02:33,24/10/2025,OMAR,AHZ,LAPTOP,LENOVO THINKPAD,Lenovo thinkpad L15,PF2MPEJJ,i5 10210U,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,32GB,2,,15.6创,RIGIDO,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,1,N/A,SI,NO,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,UHD GRAPHICS,,"GRIETAS LEVES CARCASA SUPERIOR, GRIETAS LEVES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/25/2025 10:37:52,25/10/2025,AARON,BB,LAPTOP,LENOVO THINKPAD,P15s Gen 1,PF2TNRJT,"i7-10510U, 1.80GHz",10TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,16GB,DDR4,48GB,1,16GB,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO P520,2GB,,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/25/2025 12:07:13,25/10/2025,SANTIAGO,BB,LAPTOP,DELL PRECISION,7530,5BPN7Y2,I9-8950HK 2.9 GHZ ,8TH GEN,6 NUCLEOS,WIN 11 PRO,NO,NO,32GB,DDR4,64GB,4,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,0,2,0,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO P3200 ,6GB,,,DESGASTE DE CARCASA SUPERIOR E INFERIOR,N/A,,,,,,,,,,,,,
10/25/2025 12:18:48,25/10/2025,SANTIAGO,BB,LAPTOP,DELL PRECISION,7530,GHHN7Y2,I9-8950HK 2.9 GHZ ,8TH GEN,6 NUCLEOS,WIN 11 PRO,NO,NO,32GB,DDR4,64GB,4,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,0,2,0,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO P3200 ,6GB,,,DESGASTE DE CARCASA SUPERIOR E INFERIOR,N/A,,,,,,,,,,,,,
10/25/2025 12:25:38,25/10/2025,SANTIAGO,BB,LAPTOP,DELL PRECISION,7540,8N20N33,I7-9850H 2.6 GHZ ,9TH GEN,6 NUCLEOS,WIN 11 PRO,NO,NO,32GB,DDR4,128GB,4,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",INGLES,1,0,0,0,0,1,0,0,2,0,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO RTX 3000 ,6GB,,,RAYONES CARCASA SUPERIOR,N/A,,,,,,,,,,,,,
10/25/2025 12:34:30,25/10/2025,SANTIAGO,TCG,LAPTOP,DELL PRECISION,7550,JJGWP73,I7-10850H 2.7 GHZ ,10TH GEN,6 NUCLEOS,WIN 11 PRO,NO,NO,32GB,DDR4,128GB,4,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",INGLES,1,0,0,0,0,1,0,0,0,2,2,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO T1000,4GB,,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, ABOLLADURA GRADO A",N/A,,,,,,,,,,,,,
10/25/2025 12:48:34,25/10/2025,ALEJANDRA,AHZ,LAPTOP,LENOVO THINKPAD,L15,PF3BBTFZ0,i5-10210U 1.60GHz,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,960GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"MARCAS DE TECLADO EN PANTALLA, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/25/2025 12:53:57,25/10/2025,ALEJANDRA,AHZ,LAPTOP,LENOVO THINKPAD,L15,PF2RX5NJ,i5-10210U 1.60GHz,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,960GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"MARCAS DE TECLADO EN PANTALLA, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/25/2025 13:14:42,25/10/2025,ALEJANDRA,AHZ,LAPTOP,LENOVO THINKPAD,L15,PF2MR1DE,i5-10210U 1.60GHz,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,960GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,1,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics,,"MARCAS DE TECLADO EN PANTALLA, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
