Marca temporal,FECHA DE REGISTRO,RESPONSABLE,PROVEEDOR,TIPO DE EQUIPO,MODELOS,Modelo del equipo,numero de serie,MODELO DEL PROCESADOR Y FRECUENCIA EN GHZ,GENERACION,NUCLEOS,SISTEMA OPERATIVO,TOUCH,RAM SOLDADA?,RAM TOTAL DEL EQUIPO PREPARADO,TIPO DE RAM,CAPACIDAD DE EXPANSION RAM [CAPACIDAD DE EXPANSION],CANTITDAD DE SLOTS [CANTIDAD],CANTIDAD [CANTIDAD DE RAM SOLDADA],PULGADAS DEL MONITOR,TIPO DE MONITOR,RESOLUCION,ALMACENAMIENTO [PRINCIPAL],ALMACENAMIENTO [SECUNDARIO],TIPO DE DISCOS [PRINCIPAL],TIPO DE DISCOS [SECUNDARIO],SLOTS ALMACENAMIENTO [SSD],SLOTS ALMACENAMIENTO [M.2],SLOTS ALMACENAMIENTO [M.2 MICRO],SLOTS ALMACENAMIENTO [HDD],SLOTS ALMACENAMIENTO [MSATA],縏IENE PUERTO ETHERNET?,縀S GIGABYTE?,"Puertos  de conectividad
",DISPOSITIVOS DE ENTRADA,IDIOMA DEL TECLADO, [HDMI], [MINI HDMI], [VGA], [DVI], [DISPLAYPORT], [MINI DP], [USB 2.0]," [USB 3,0]", [USB 3.1], [USB 3.2], [USB TIPO C],LECTORES [SD],LECTORES [SC],LECTORES [ESATA],LECTORES [Tarjeta SIM],縏IENE BATERIA?,CANTIDAD DE BATERIAS [CANTIDAD DE BATERIA],CONDICION DE LA BATERIA,TIENE TARJETA  DEDICADA?,MODELO DE TARJETA DEDICADA,Cantidad de VRAM,MODELO DE LA TARJETA INTEGRADA,AREA DE TIENDA,DETALLES ESTETICOS,DETALLES DE FUNCIONAMIENTO,Columna 61,ENTRADAS DE MONITOR [HDMI],ENTRADAS DE MONITOR [VGA],ENTRADAS DE MONITOR [DVI],ENTRADAS DE MONITOR [DISPLAYPORT],ENTRADAS DE MONITOR [USB 2.0],"ENTRADAS DE MONITOR [USB 3,0]",ENTRADAS DE MONITOR [USB 3.1],ENTRADAS DE MONITOR [USB 3.2],ENTRADAS DE MONITOR [USB TIPO C],DETALLES DE FUNCIONAMIENTO,DETALLES ESTETICOS,RAM TOTAL DEL EQUIPO PREPARADO
10/14/2025 16:46:40,14/10/2025,ALEJANDRA,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SXHH7,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/14/2025 16:51:57,14/10/2025,ALEJANDRA,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SZ4AT,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/14/2025 16:56:57,14/10/2025,ALEJANDRA,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90VH5SY,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE",N/A,,,,,,,,,,,,,
10/14/2025 17:00:31,14/10/2025,ALEJANDRA,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RGJU7,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/14/2025 17:08:11,14/10/2025,ALEJANDRA,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90TSJJG,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/14/2025 17:11:04,14/10/2025,ALEJANDRA,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90P2HM5,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,FUNCIONABLE ( 30%),NO,,,Intel(R) UHD Graphics 620,,"TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/14/2025 17:16:18,14/10/2025,ALEJANDRA,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RG9VJ,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,FUNCIONABLE ( 30%),NO,,,Intel(R) UHD Graphics 620,,"MARCAS DE TECLADO EN PANTALLA, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO",N/A,,,,,,,,,,,,,
10/15/2025 12:07:09,15/10/2025,Omar,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RG9TK,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,1,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"MARCAS DE TECLADO EN PANTALLA, TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, MOUSE PAD DESGASTE LEVE","CONTRASE袮 EN BIOS, PERTENECE A INSTITUCION",,,,,,,,,,,,,
10/15/2025 12:59:43,15/10/2025,SANTIAGO,TCG,LAPTOP,DELL PRECISION,7520,7X50RQ2,I7-6820HQ 2.7 GHZ,6TH GEN,4 NUCLEOS,WIN 10 PRO,NO,NO,32GB,DDR4,64GB,4,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,0,4,0,0,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO M1200 ,4GB,,,DESGASTE DE CARCASA SUPERIOR E INFERIOR,"FALLA ENTRADA TIPO-C, NO FUCIONA LECTOR DE HUELLA ",,,,,,,,,,,,,
10/15/2025 13:07:21,15/10/2025,SANTIAGO,TCG,LAPTOP,DELL PRECISION,7520,J4GDVP2,I7-6820HQ 2.7 GHZ ,6TH GEN,4 NUCLEOS,WIN 10 PRO,NO,NO,32GB,DDR4,64GB,4,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,0,4,0,0,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO M1200,4GB,,,DESGASTE DE CARCASA SUPERIOR E INFERIOR,"FALLA ENTRADA TIPO-C, NO FUNCIONA LECTOR DE HUELLA ",,,,,,,,,,,,,
10/15/2025 13:11:18,15/10/2025,SANTIAGO,TCG,LAPTOP,DELL PRECISION,7520,C22GVP2,I7-6820HQ 2.7 GHZ ,6TH GEN,4 NUCLEOS,WIN 10 PRO,NO,NO,32GB,DDR4,64GB,4,,15.6创,RIGIDO,1920 x 1080,1TB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,1,0,0,4,0,0,SI,NO,NO,NO,SI,1 INTERNA,BUENA(>60%),SI,NVIDIA QUADRO M1200 ,4GB,,,"RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA SUPERIOR E INFERIOR","FALLA ENTRADA TIPO-C, NO FUNCIONA LECTOR DE HUELLA",,,,,,,,,,,,,
10/15/2025 13:35:31,15/10/2025,OMAR,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RKT49,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,2,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA SUPERIOR E INFERIOR","CONTRASE袮 EN BIOS, Pertenece a institucion",,,,,,,,,,,,,
10/15/2025 13:59:56,15/10/2025,OMAR,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RDN22,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,2,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR","CONTRASE袮 EN BIOS, PERTENECE A INSTITUCION",,,,,,,,,,,,,
10/15/2025 16:33:32,15/10/2025,OMAR,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SXH4C,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR","CONTRASE袮 EN BIOS, PERTENENCE A INSTITUCION ",,,,,,,,,,,,,
10/15/2025 17:17:40,15/10/2025,OMAR,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SXFV5,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"MOUSE PAD DESGASTE LEVE, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR, FALTA DE PINTURA EN EL PALMREST",N/A,,,,,,,,,,,,,
10/15/2025 17:52:56,15/10/2025,OMAR,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90P2HQS,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR","CONTRASE袮 EN BIOS, PERTENECE A INSTITUCION",,,,,,,,,,,,,
10/16/2025 9:32:01,16/10/2025,Omar,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R902HQS,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"MARCAS DE TECLADO EN PANTALLA, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR","CONTRASE袮 EN BIOS, Pertenece a instituci髇 ",,,,,,,,,,,,,
10/16/2025 10:26:59,16/10/2025,OMAR,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90DMU9,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,NO,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 11:23:21,16/10/2025,OMAR,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SXH04,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,240GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA TECLADO, DESGASTE DE CARCASA SUPERIOR E INFERIOR","CONTRASE袮 EN BIOS, Pertenece a institucion",,,,,,,,,,,,,
10/16/2025 14:09:35,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RG9XW,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",NO CUENTA CON PLUMA TOUCH ORIGINAL,,,,,,,,,,,,,
10/16/2025 15:36:11,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SXHDP,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, DESGASTE DE CARCASA SUPERIOR E INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 15:39:37,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90SLMB3,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 15:43:14,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RKT0L,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 15:47:26,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RG9NW,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"TECLADO DESGASTADO LEVE, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, PANTALLA CUENTA CON RAY覰/MARCA INTERNA DEL LADO INFERIOR DERECHA",N/A,,,,,,,,,,,,,
10/16/2025 15:50:05,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90P2HLD,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 15:52:43,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RDN4P,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 15:55:28,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RG9UA,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 15:58:02,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RGJPW,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,"MARCAS DE TECLADO EN PANTALLA, GRIETAS LEVES CARCASA SUPERIOR, GRIETAS LEVES CARCASA INFERIOR",N/A,,,,,,,,,,,,,
10/16/2025 16:12:30,16/10/2025,MARCOS,BB,2 EN 1,LENOVO YOGA,Thinkpad X1 3rd Gen,R90RGJV2,i7-8650U 1.90GHz,8TH GEN,4 NUCLEOS,WIN 11 PRO,SI,SI,8GB,LPDDR3,N/A,RAM SOLDADA,8GB,14创,360,1920 x 1080,256GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,NO,,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO RETROILUMINADO",INGLES,1,0,0,0,0,0,0,2,0,0,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,Intel(R) UHD Graphics 620,,RAYONES CARCASA INFERIOR,N/A,,,,,,,,,,,,,
10/17/2025 10:32:34,17/10/2025,GERARDO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2QLQ4H,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,512GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,SI,SI,1 INTERNA,BUENA(>60%),NO,,,INTEL UHD GRAPHICS,,"RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, ABOLLADURA GRADO A",N/A,,,,,,,,,,,,,
10/17/2025 10:39:07,17/10/2025,GERARDO,AHZ,LAPTOP,LENOVO THINKPAD,L15 Gen1,PF2MPKBS,I5-10210U 1.60 GHZ,10TH GEN,4 NUCLEOS,WIN 11 PRO,NO,NO,16GB,DDR4,64GB,2,,15.6创,RIGIDO,1920 x 1080,512GB,N/A,M.2,N/A,N/A,1,N/A,N/A,N/A,SI,SI,"WIFI, BLUETOOTH","CAMARA WEB, TECLADO EXTENDIDO",ESPA袿L,1,0,0,0,0,0,0,0,0,2,2,SI,NO,NO,SI,NO,,,NO,,,INTEL UHD GRAPHICS,,"MARCAS DE TECLADO EN PANTALLA, RAYONES CARCASA SUPERIOR, RAYONES CARCASA INFERIOR, ABOLLADURA GRADO A",N/A,,,,,,,,,,,,,
